category,text
personal,Somebody help me before I fucking lose it
food,I'm having sushi withdrawals
misc,"For people that think they are ""nerds"" your not a nerd just because you wear suspenders and fake glasses with tape on them, being a real nerd takes something else"
food,It's nice and warm today and I want ice cream 
lgbtq,"I did it! I finally came out! I'm so happy you have no idea, finally everyone who I care about knows I'm lesbian."
personal,Calling just to hear your voice-on the voicemail recording
family,"Moms been gone 6 years. It still really hurts, bad. Feel like i really dont have any one to talk to.."
relationships,My boyfriend is embarrassed of his stretch marks and stomach. I'm actually super attracted to both.
school,Just started college yesterday. Already failing. Thanks a lot technology.
fashion,Got a new swimsuit so excited to go swimming nervous though
animals,What if dogs bring the ball back because they think you enjoy throwing it?
fashion,Hate having cute outfits but not having anywhere to go on a sunny day
misc,Peter
misc,Chubby boys tho
qna,At the moment I can't receive messages Did or does this happen to anyone else?
relationships,wish my bf cared more about making me feel good instead of only trying to satisfy himself
personal,I self harm and my parents dont even know it...
meetup,Who dosent wanna be alone for valentines day. Message me. I'm male 19
meetup,Bored at work anyone wanna speak im m/24/straight clean talk nothing dirty
personal,I wonder what it's like to have friends?!
meetup,Snapchat anyone ashleythomp56
family,I just caught my mom smoking weed
misc,I'm a creeper. Always creepin'
relationships,My mind says move on But My heart says hold on
relationships,My mate freaked me out he's got epilepsy. His eyes rolled to the back if his head and he was shaking... scarey fucking shit. First time iv ever seen it
misc,last niiiight
misc,"the girls are in the corner already had too much to drink, boys hide behind their laughter like they don't care what girls think"
family,My brother does nothing and gets praised. I do everything and get scolded.
lgbtq,I'm just barely accepting the fact that I'm bisexual. but I have no idea how to tell people I care about.
personal,I've decided that tonight I'm going out to get stupid drunk. I'm not telling anyone I'm just going Life is shitty right now and I need an escape Booze it is!
personal,I have an inclination that I might be pregnant but I already have a negative pregnancy test. Sometimes I think I'm just overthinking the little things.
misc,Hi
qna,How did things get so messed up?
meetup,"Looking for a real, deep, meaningful relationship. Ladies, message me and we can get to know each other"
meetup,Asian girls msg me.
pop_culture,I got an xbox one for my birthday i have spent the whole day in my room installing gta 5 no regrets
meetup,Just want someone to talk to
misc,"We are a generation of kids not trusting people, disliking others, warping ourselves in a silent competition to gain more friends than the ones before. Why are we proud of the generation we have become?"
school,"What should I do? I have been trying to hang with my friend for weeks, this weekend they decided to hang with another friend for 2 nights and one of them didn't want me to come. and I will see them in school and don't want to talk to them."
lgbtq,Bi female here looking for some company ladies
personal,I don't know what's wrong with me. I feel so lonely all the time even though I have tons of people who surround me.
meetup,Girls in holland hmu unless your ugly 
meetup,Is there any 14 and under on here wanting to talk ?:)
misc,
meetup,Follow me on instagram❤ trishy_vann
qna,Ladies how good does it feel taking your bra off at end of the day ? 44 m here
misc,I want to leave
qna,"Is something wrong with me? I seem to constantly run in to problems with other people over stupid reasons. No, I'm not the one starting it, but I'm so frustrated and tired of the pressure and stress."
school,Three outa four roommates fuckin sound like elephants stompin around the house im gonna flip shit.
lgbtq,"I'm not racist I'm just only attracted to girls that are of the same skin color as me (Caucasian) I want to be attracted to a girl, get to know a her and then spoil her later. 21 lesbian"
meetup,If u wanna hang out an have a car inbox me (dont inbox if sex is all u want)
meetup,Whos going to the last home game tomorrow?
lgbtq,"Everybody's always calling people ""flamboyant"" for being openly gay. Heteros are openly straight and no one calls us flamboyant. Double standard much?"
meetup,Someone wanna play minecraft with me on the Xbox 360 F-17
personal,Strange I don't even know Sexy girl!!!! But I already Miss talking To her.
personal,Oh my god. I didn't think men could be desperate and dumb as a bed post. Fucking hell.
meetup,Bored at work someone should talk to me ;)
misc,Looking for a local seller. Hmu if you know Molly.
meetup,"Looking for my first girl on girl experience tonight. London ky, message me!"
misc,I just want to find someone who can do what they say they can
lgbtq,Lesbians trade pics? F 22 1 rule you first
qna,Where is a good place to go drinking downtown?
personal,Why are some people so dumb? BRUHHHH you just made me cry
relationships,I love when my boyfriend bites my neck gently
work,"I am a workaholic, solely because it makes me feel valued and needed. On my days off I sit and wait to go back to work."
relationships,"There is only one man that I would be willing to have sex with and/or a three way with aside from my boyfriend. And he happens to be one of our best friends. We used to joke about it, but I wouldn't mind at all."
qna,Am I hot lol
relationships,"My ex was a selfish,insensitive, unempathetic git even now that I'm completely over him I sometimes miss his hugs. They made me feel so warm and safe and loved.I miss those hugs."
qna,"She's become an insecure, unhealthy, jealous person because she ""loves"" her mentally abusive boyfriend. Our friendship is dying. Do I fight for her? Or do I keep my distance?"
meetup,Any girls wanna chat
family,Didnt know my own mother could make me feel like such a failure and a pig. Im 14 not 20. for example my room has to be clean like (magazine showroom clean) before school everyday or I get grounded.
personal,I just slept all day and all night
qna,Am I the only one that can't see notifications on Whisper? Help
meetup,I need myself a thunder buddy
qna,Do white women still like black men anymore?
pop_culture,"I only know two decent Scandinavian youtubers"" Skallagrim nillson & Robazz"
meetup,Hmu!! 16 M
misc,I got in a fight with this girl we threatened each other and now we are friends... how the fuck does that work!
personal,I wish guys were like car fax so you could know everything they did or stuff they been through and their problems
sports,I hope the super hot guy is at the gym today 
misc,Kudos to Walmart employees in orem. The restrooms aren't disgusting today :)
misc,Today was great 
personal,"When a guy looks at me, I always think that they are laughing on the inside about my flaws...but my friends say otherwise."
